date,occasion,top10_gross,top10_wow_change,num_releases,top_release,week_no,year,month_week,weekend
Feb 9-11,,"$87,192,120",+31.8%,113,Norbit,6,2007,Feb_w2,2007_Feb_w2
Feb 2-4,,"$66,162,832",-19.6%,119,The Messengers,5,2007,Feb_w1,2007_Feb_w1
Jan 26-28,,"$82,251,314",+22.7%,106,Epic Movie,4,2007,Jan_w4,2007_Jan_w4
Jan 19-21,,"$67,053,906",-25.9%,105,Stomp the Yard,3,2007,Jan_w3,2007_Jan_w3
Jan 12-14,,"$90,498,028",-5.2%,96,Stomp the Yard,2,2007,Jan_w2,2007_Jan_w2
Jan 12-15,MLK wknd,"$110,241,732",-,102,Stomp the Yard,2,2007,Jan_w2,2007_Jan_w2
Jan 5-7,,"$95,437,440",-28.9%,102,Night at the Museum,1,2007,Jan_w1,2007_Jan_w1
Dec 27-29,,"$167,837,974",+24.5%,81,The Hobbit: The Desolation of Smaug,52,2013,Dec_w4,2013_Dec_w4
Dec 20-22,,"$134,837,792",-2.6%,80,The Hobbit: The Desolation of Smaug,51,2013,Dec_w3,2013_Dec_w3
Dec 13-15,,"$138,369,003",+64.8%,94,The Hobbit: The Desolation of Smaug,50,2013,Dec_w2,2013_Dec_w2
Dec 6-8,Post-Thanksgiving,"$83,941,456",-55.7%,96,Frozen,49,2013,Dec_w1,2013_Dec_w1
Nov 29-Dec 1,Thanksgiving 3-Day,"$189,483,142",-11.7%,104,The Hunger Games: Catching Fire,48,2013,Nov_w4,2013_Nov_w4
Nov 28-Dec 1,Thanksgiving 4-Day,"$224,232,953",-,50,The Hunger Games: Catching Fire,48,2013,Nov_w4,2013_Nov_w4
Nov 27-Dec 1,Thanksgiving 5-Day,"$268,488,814",-,50,The Hunger Games: Catching Fire,48,2013,Nov_w4,2013_Nov_w4
Nov 22-24,,"$214,593,579",+86.4%,109,The Hunger Games: Catching Fire,47,2013,Nov_w3,2013_Nov_w3
Nov 15-17,,"$115,112,784",-27.1%,117,Thor: The Dark World,46,2013,Nov_w2,2013_Nov_w2
Nov 8-10,,"$157,930,421",+36.2%,124,Thor: The Dark World,45,2013,Nov_w1,2013_Nov_w1
Nov 1-3,,"$115,987,099",+24.3%,120,Ender's Game,44,2013,Oct_w5,2013_Oct_w5
Oct 25-27,,"$93,288,479",+2.8%,117,Jackass Presents: Bad Grandpa,43,2013,Oct_w4,2013_Oct_w4
Oct 18-20,,"$90,753,518",-12.3%,121,Gravity,42,2013,Oct_w3,2013_Oct_w3
Oct 11-13,,"$103,432,837",-7.2%,116,Gravity,41,2013,Oct_w2,2013_Oct_w2
Oct 11-14,Indig. Peoples' Day wknd,"$119,207,873",-,54,Gravity,41,2013,Oct_w2,2013_Oct_w2
Oct 4-6,,"$111,457,653",+21.7%,132,Gravity,40,2013,Oct_w1,2013_Oct_w1
Sep 27-29,,"$91,565,449",+31.1%,135,Cloudy with a Chance of Meatballs 2,39,2013,Sep_w4,2013_Sep_w4
Sep 20-22,,"$69,831,206",-19.3%,141,Prisoners,38,2013,Sep_w3,2013_Sep_w3
Sep 13-15,,"$86,531,368",+40.3%,134,Insidious: Chapter 2,37,2013,Sep_w2,2013_Sep_w2
Sep 6-8,,"$61,672,745",-27.4%,135,Riddick,36,2013,Sep_w1,2013_Sep_w1
Aug 30-Sep 1,,"$84,942,972",+1.3%,117,One Direction: This Is Us,35,2013,Aug_w5,2013_Aug_w5
Aug 30-Sep 2,Labor Day wknd,"$110,020,537",-,112,The Butler,35,2013,Aug_w5,2013_Aug_w5
Aug 23-25,,"$83,842,081",-26.2%,116,The Butler,34,2013,Aug_w4,2013_Aug_w4
Aug 16-18,,"$113,572,527",-17.5%,116,The Butler,33,2013,Aug_w3,2013_Aug_w3
Aug 9-11,,"$137,650,749",+16.7%,103,Elysium,32,2013,Aug_w2,2013_Aug_w2
Aug 2-4,,"$117,938,083",-22.3%,100,2 Guns,31,2013,Aug_w1,2013_Aug_w1
Jul 26-28,,"$151,703,400",-13%,104,The Wolverine,30,2013,Jul_w4,2013_Jul_w4
Jul 19-21,,"$174,305,736",-5.2%,109,The Conjuring,29,2013,Jul_w3,2013_Jul_w3
Jul 12-14,,"$183,777,279",-16.2%,109,Despicable Me 2,28,2013,Jul_w2,2013_Jul_w2
Jul 5-7,,"$219,263,985",+21.5%,95,Despicable Me 2,27,2013,Jul_w1,2013_Jul_w1
Jun 28-30,,"$180,411,163",-21.1%,104,Monsters University,26,2013,Jun_w5,2013_Jun_w5
Jun 21-23,,"$228,593,120",+18.5%,107,Monsters University,25,2013,Jun_w4,2013_Jun_w4
Jun 14-16,,"$192,954,929",+36.5%,102,Man of Steel,24,2013,Jun_w3,2013_Jun_w3
Jun 7-9,,"$141,384,924",-11.4%,105,The Purge,23,2013,Jun_w2,2013_Jun_w2
May 31-Jun 2,,"$159,570,972",-35.7%,110,Fast & Furious 6,22,2013,Jun_w1,2013_Jun_w1
May 24-27,Memorial Day wknd,"$305,927,990",-,97,Fast & Furious 6,21,2013,May_w4,2013_May_w4
May 24-26,,"$248,032,672",+68.9%,106,Fast & Furious 6,21,2013,May_w4,2013_May_w4
May 17-19,,"$146,889,482",-2.5%,112,Star Trek Into Darkness,20,2013,May_w3,2013_May_w3
May 10-12,,"$150,642,459",-27.7%,121,Iron Man 3,19,2013,May_w2,2013_May_w2
May 3-5,,"$208,434,380",+166.8%,119,Iron Man 3,18,2013,May_w1,2013_May_w1
Apr 26-28,,"$78,125,503",-19%,120,Pain & Gain,17,2013,Apr_w4,2013_Apr_w4
Apr 19-21,,"$96,489,683",-7.7%,120,Oblivion,16,2013,Apr_w3,2013_Apr_w3
Apr 12-14,,"$104,482,953",-16.3%,122,42,15,2013,Apr_w2,2013_Apr_w2
Apr 5-7,,"$124,827,157",-9.3%,127,Evil Dead,14,2013,Apr_w1,2013_Apr_w1
Mar 29-31,,"$137,577,314",+8.1%,120,G.I. Joe: Retaliation,13,2013,Mar_w5,2013_Mar_w5
Mar 29-Apr 1,Easter wknd,"$155,717,819",-,53,G.I. Joe: Retaliation,13,2013,Mar_w5,2013_Mar_w5
Mar 22-24,,"$127,241,394",+37.1%,121,The Croods,12,2013,Mar_w4,2013_Mar_w4
Mar 15-17,,"$92,776,114",-25.5%,108,Oz the Great and Powerful,11,2013,Mar_w3,2013_Mar_w3
Mar 8-10,,"$124,576,195",+41.9%,112,Oz the Great and Powerful,10,2013,Mar_w2,2013_Mar_w2
Mar 1-3,,"$87,821,690",+4.3%,106,Jack the Giant Slayer,9,2013,Mar_w1,2013_Mar_w1
Feb 22-24,,"$84,217,867",-30.6%,94,Identity Thief,8,2013,Feb_w4,2013_Feb_w4
Feb 15-17,,"$121,272,933",+47.2%,99,A Good Day to Die Hard,7,2013,Feb_w3,2013_Feb_w3
Feb 15-18,Presidents' Day wknd,"$143,655,294",-,86,A Good Day to Die Hard,7,2013,Feb_w3,2013_Feb_w3
Feb 8-10,,"$82,382,252",+26.8%,101,Identity Thief,6,2013,Feb_w2,2013_Feb_w2
Feb 1-3,,"$64,959,191",-20%,98,Warm Bodies,5,2013,Feb_w1,2013_Feb_w1
Jan 25-27,,"$81,203,152",-24.6%,91,Hansel & Gretel: Witch Hunters,4,2013,Jan_w4,2013_Jan_w4
Jan 18-20,,"$107,738,398",-4%,92,Mama,3,2013,Jan_w3,2013_Jan_w3
Jan 18-21,MLK wknd,"$125,704,597",-,68,Mama,3,2013,Jan_w3,2013_Jan_w3
Jan 11-13,,"$112,186,149",-3.7%,95,Zero Dark Thirty,2,2013,Jan_w2,2013_Jan_w2
Jan 4-6,,"$116,465,689",-25%,96,Texas Chainsaw,1,2013,Jan_w1,2013_Jan_w1
Dec 28-30,,"$155,214,547",+60.8%,90,The Hobbit: An Unexpected Journey,52,2012,Dec_w4,2012_Dec_w4
"Dec 28-Jan 1, 2013",New Year's long wknd,"$237,786,853",-,54,The Hobbit: An Unexpected Journey,52,2012,Dec_w4,2012_Dec_w4
Dec 21-25,Christmas long wknd,"$169,697,974",-,53,The Hobbit: An Unexpected Journey,51,2012,Dec_w3,2012_Dec_w3
Dec 21-23,,"$96,513,334",-23.9%,95,The Hobbit: An Unexpected Journey,51,2012,Dec_w3,2012_Dec_w3
Dec 14-16,,"$126,779,394",+85.4%,109,The Hobbit: An Unexpected Journey,50,2012,Dec_w2,2012_Dec_w2
Dec 7-9,,"$68,367,628",-32.1%,119,Skyfall,49,2012,Dec_w1,2012_Dec_w1
Nov 30-Dec 2,Post-Thanksgiving,"$100,734,688",-49.3%,108,The Twilight Saga: Breaking Dawn - Part 2,48,2012,Nov_w4,2012_Nov_w4
Nov 23-25,Thanksgiving 3-Day,"$198,595,121",-17.4%,107,The Twilight Saga: Breaking Dawn - Part 2,47,2012,Nov_w3,2012_Nov_w3
Nov 22-25,Thanksgiving 4-Day,"$235,765,617",-,49,The Twilight Saga: Breaking Dawn - Part 2,47,2012,Nov_w3,2012_Nov_w3
Nov 21-25,Thanksgiving 5-Day,"$279,039,688",-,50,The Twilight Saga: Breaking Dawn - Part 2,47,2012,Nov_w3,2012_Nov_w3
Nov 16-18,,"$240,504,453",+50.7%,115,The Twilight Saga: Breaking Dawn - Part 2,46,2012,Nov_w2,2012_Nov_w2
Nov 9-11,,"$159,539,986",+34.3%,120,Skyfall,45,2012,Nov_w1,2012_Nov_w1
Nov 2-4,,"$118,833,677",+58.8%,119,Wreck-It Ralph,44,2012,Oct_w5,2012_Oct_w5
Oct 26-28,,"$74,831,900",-35.3%,119,Argo,43,2012,Oct_w4,2012_Oct_w4
Oct 19-21,,"$115,619,564",-1.4%,118,Paranormal Activity 4,42,2012,Oct_w3,2012_Oct_w3
Oct 12-14,,"$117,244,701",-9.8%,117,Taken 2,41,2012,Oct_w2,2012_Oct_w2
Oct 5-8,Indig. Peoples' Day wknd,"$147,590,739",-,54,Taken 2,40,2012,Oct_w1,2012_Oct_w1
Oct 5-7,,"$130,018,694",+26.2%,114,Taken 2,40,2012,Oct_w1,2012_Oct_w1
Sep 28-30,,"$102,991,094",+43.3%,122,Hotel Transylvania,39,2012,Sep_w4,2012_Sep_w4
Sep 21-23,,"$71,888,652",+10.9%,123,End of Watch,38,2012,Sep_w3,2012_Sep_w3
Sep 14-16,,"$64,824,244",+38.7%,124,Resident Evil: Retribution,37,2012,Sep_w2,2012_Sep_w2
Sep 7-9,,"$46,747,004",-40.4%,125,The Possession,36,2012,Sep_w1,2012_Sep_w1
Aug 31-Sep 3,Labor Day wknd,"$100,987,641",-,100,The Possession,35,2012,Aug_w5,2012_Aug_w5
Aug 31-Sep 2,,"$78,473,593",+3.6%,106,The Possession,35,2012,Aug_w5,2012_Aug_w5
Aug 24-26,,"$75,735,631",-38.3%,119,The Expendables 2,34,2012,Aug_w4,2012_Aug_w4
Aug 17-19,,"$122,759,783",-4.9%,109,The Expendables 2,33,2012,Aug_w3,2012_Aug_w3
Aug 10-12,London Olympics,"$129,143,882",+15.9%,113,The Bourne Legacy,32,2012,Aug_w2,2012_Aug_w2
Aug 3-5,London Olympics,"$111,448,685",-10.3%,113,The Dark Knight Rises,31,2012,Aug_w1,2012_Aug_w1
Jul 27-29,London Olympics,"$124,187,763",-43.9%,108,The Dark Knight Rises,30,2012,Jul_w4,2012_Jul_w4
Jul 20-22,,"$221,423,729",+47.6%,102,The Dark Knight Rises,29,2012,Jul_w3,2012_Jul_w3
Jul 13-15,,"$150,002,519",-15.9%,113,Ice Age: Continental Drift,28,2012,Jul_w2,2012_Jul_w2
Jul 6-8,,"$178,335,880",-6%,109,The Amazing Spider-Man,27,2012,Jul_w1,2012_Jul_w1
Jun 29-Jul 1,,"$189,645,968",+24.5%,105,Ted,26,2012,Jun_w5,2012_Jun_w5
Jun 22-24,,"$152,347,191",+26.3%,107,Brave,25,2012,Jun_w4,2012_Jun_w4
Jun 15-17,,"$120,646,402",-29.7%,111,Madagascar 3: Europe's Most Wanted,24,2012,Jun_w3,2012_Jun_w3
Jun 8-10,,"$171,705,112",+29.9%,131,Madagascar 3: Europe's Most Wanted,23,2012,Jun_w2,2012_Jun_w2
Jun 1-3,,"$132,181,371",-8.4%,129,Snow White and the Huntsman,22,2012,Jun_w1,2012_Jun_w1
May 25-28,Memorial Day wknd,"$182,669,246",-,111,Men in Black 3,21,2012,May_w4,2012_May_w4
May 25-27,,"$144,354,167",+7.8%,119,Men in Black 3,21,2012,May_w4,2012_May_w4
May 18-20,,"$133,932,974",-16%,131,The Avengers,20,2012,May_w3,2012_May_w3
May 11-13,,"$159,498,783",-35.3%,132,The Avengers,19,2012,May_w2,2012_May_w2
May 4-6,,"$246,662,936",+170.5%,134,The Avengers,18,2012,May_w1,2012_May_w1
Apr 27-29,,"$91,171,173",-23.3%,129,Think Like a Man,17,2012,Apr_w4,2012_Apr_w4
Apr 20-22,,"$118,940,992",+13.4%,125,Think Like a Man,16,2012,Apr_w3,2012_Apr_w3
Apr 13-15,,"$104,850,744",-9.2%,115,The Hunger Games,15,2012,Apr_w2,2012_Apr_w2
Apr 6-8,,"$115,439,622",-16.8%,123,The Hunger Games,14,2012,Apr_w1,2012_Apr_w1
Apr 6-9,Easter wknd,"$129,893,927",-,45,The Hunger Games,14,2012,Apr_w1,2012_Apr_w1
Mar 30-Apr 1,,"$138,772,071",-31.2%,124,The Hunger Games,13,2012,Mar_w5,2012_Mar_w5
Mar 23-25,,"$201,664,110",+115.5%,115,The Hunger Games,12,2012,Mar_w4,2012_Mar_w4
Mar 16-18,,"$93,582,069",-19.3%,116,21 Jump Street,11,2012,Mar_w3,2012_Mar_w3
Mar 9-11,,"$116,009,145",-20.4%,127,The Lorax,10,2012,Mar_w2,2012_Mar_w2
Mar 2-4,,"$145,788,328",+35.8%,118,The Lorax,9,2012,Mar_w1,2012_Mar_w1
Feb 24-26,,"$107,371,847",-22.2%,115,Act of Valor,8,2012,Feb_w4,2012_Feb_w4
Feb 17-19,,"$137,926,714",-18%,118,Safe House,7,2012,Feb_w3,2012_Feb_w3
Feb 17-20,Presidents' Day wknd,"$164,876,415",-,102,Safe House,7,2012,Feb_w3,2012_Feb_w3
Feb 10-12,,"$168,289,222",+91%,111,The Vow,6,2012,Feb_w2,2012_Feb_w2
Feb 3-5,,"$88,088,338",-3.5%,105,Chronicle,5,2012,Feb_w1,2012_Feb_w1
Jan 27-29,,"$91,306,608",-11.4%,111,The Grey,4,2012,Jan_w4,2012_Jan_w4
Jan 20-22,,"$103,050,329",-2.5%,107,Underworld: Awakening,3,2012,Jan_w3,2012_Jan_w3
Jan 13-15,,"$105,673,270",-12.3%,103,Contraband,2,2012,Jan_w2,2012_Jan_w2
Jan 13-16,MLK wknd,"$128,967,569",-,74,Contraband,2,2012,Jan_w2,2012_Jan_w2
Jan 6-8,,"$120,467,366",-10.4%,93,The Devil Inside,1,2012,Jan_w1,2012_Jan_w1
"Dec 29-Jan 1, 2007",New Year's long wknd,"$175,161,532",-,102,Night at the Museum,52,2006,Dec_w4,2006_Dec_w4
Dec 29-31,,"$134,142,131",+30.7%,97,Night at the Museum,52,2006,Dec_w4,2006_Dec_w4
Dec 22-24,,"$102,661,049",-3.2%,83,Night at the Museum,51,2006,Dec_w3,2006_Dec_w3
Dec 22-25,Christmas long wknd,"$145,773,272",-,92,Night at the Museum,51,2006,Dec_w3,2006_Dec_w3
Dec 15-17,,"$106,010,696",+28.2%,112,The Pursuit of Happyness,50,2006,Dec_w2,2006_Dec_w2
Dec 8-10,,"$82,696,524",+7.1%,128,Apocalypto,49,2006,Dec_w1,2006_Dec_w1
Dec 1-3,Post-Thanksgiving,"$77,200,141",-45.1%,124,Happy Feet,48,2006,Nov_w4,2006_Nov_w4
Nov 24-26,Thanksgiving 3-Day,"$140,743,238",+8.8%,118,Happy Feet,47,2006,Nov_w3,2006_Nov_w3
Nov 23-26,Thanksgiving 4-Day,"$170,601,845",-,50,Happy Feet,47,2006,Nov_w3,2006_Nov_w3
Nov 22-26,Thanksgiving 5-Day,"$197,266,639",-,50,Happy Feet,47,2006,Nov_w3,2006_Nov_w3
Nov 17-19,,"$129,362,388",+21.8%,126,Happy Feet,46,2006,Nov_w2,2006_Nov_w2
Nov 10-12,,"$106,197,176",-2.5%,127,Borat,45,2006,Nov_w1,2006_Nov_w1
Nov 3-5,,"$108,871,420",+30.6%,135,Borat,44,2006,Oct_w5,2006_Oct_w5
Oct 27-29,,"$83,339,526",+1.7%,123,Saw III,43,2006,Oct_w4,2006_Oct_w4
Oct 20-22,,"$81,965,050",-15.5%,130,The Prestige,42,2006,Oct_w3,2006_Oct_w3
Oct 13-15,,"$96,953,720",-2%,139,The Grudge 2,41,2006,Oct_w2,2006_Oct_w2
Oct 6-8,,"$98,930,483",+18.7%,131,The Departed,40,2006,Oct_w1,2006_Oct_w1
Oct 6-9,Indig. Peoples' Day wknd,"$109,260,001",-,45,The Departed,40,2006,Oct_w1,2006_Oct_w1
Sep 29-Oct 1,,"$83,332,898",+8%,137,Open Season,39,2006,Sep_w4,2006_Sep_w4
Sep 22-24,,"$77,173,306",+36.9%,141,Jackass Number Two,38,2006,Sep_w3,2006_Sep_w3
Sep 15-17,,"$56,361,184",+15%,132,Gridiron Gang,37,2006,Sep_w2,2006_Sep_w2
Sep 8-10,,"$49,006,882",-30.7%,126,The Covenant,36,2006,Sep_w1,2006_Sep_w1
Sep 1-3,,"$70,735,453",-6.7%,116,Invincible,35,2006,Aug_w5,2006_Aug_w5
Sep 1-4,Labor Day wknd,"$88,992,177",-,124,Invincible,35,2006,Aug_w5,2006_Aug_w5
Aug 25-27,,"$75,796,177",-11.1%,130,Invincible,34,2006,Aug_w4,2006_Aug_w4
Aug 18-20,,"$85,216,005",-17.9%,134,Snakes on a Plane,33,2006,Aug_w3,2006_Aug_w3
Aug 11-13,,"$103,779,263",-10.8%,131,Talladega Nights: The Ballad of Ricky Bobby,32,2006,Aug_w2,2006_Aug_w2
Aug 4-6,,"$116,349,093",+6.9%,122,Talladega Nights: The Ballad of Ricky Bobby,31,2006,Aug_w1,2006_Aug_w1
Jul 28-30,,"$108,847,779",-20.9%,124,Miami Vice,30,2006,Jul_w4,2006_Jul_w4
Jul 21-23,,"$137,618,515",-6.9%,123,Pirates of the Caribbean: Dead Man's Chest,29,2006,Jul_w3,2006_Jul_w3
Jul 14-16,,"$147,808,292",-28.7%,121,Pirates of the Caribbean: Dead Man's Chest,28,2006,Jul_w2,2006_Jul_w2
Jul 7-9,World Cup (Germany),"$207,346,655",+49%,119,Pirates of the Caribbean: Dead Man's Chest,27,2006,Jul_w1,2006_Jul_w1
Jun 30-Jul 2,World Cup (Germany),"$139,186,743",+11.5%,117,Superman Returns,26,2006,Jun_w5,2006_Jun_w5
Jun 30-Jul 4,July 4th long wkndWorld Cup (Germany),"$203,866,345",-,98,Superman Returns,26,2006,Jun_w5,2006_Jun_w5
Jun 23-25,World Cup (Germany),"$124,781,927",-10.8%,132,Click,25,2006,Jun_w4,2006_Jun_w4
Jun 16-18,World Cup (Germany),"$139,818,068",-3.3%,124,Cars,24,2006,Jun_w3,2006_Jun_w3
Jun 9-11,World Cup (Germany),"$144,546,385",+12.9%,123,Cars,23,2006,Jun_w2,2006_Jun_w2
Jun 2-4,,"$128,081,069",-31.5%,122,The Break-Up,22,2006,Jun_w1,2006_Jun_w1
May 26-28,,"$186,924,554",+22.1%,114,X-Men: The Last Stand,21,2006,May_w4,2006_May_w4
May 26-29,Memorial Day wknd,"$230,014,025",-,125,X-Men: The Last Stand,21,2006,May_w4,2006_May_w4
May 19-21,,"$153,143,247",+89.3%,133,The Da Vinci Code,20,2006,May_w3,2006_May_w3
May 12-14,,"$80,908,534",-14.5%,129,Mission: Impossible III,19,2006,May_w2,2006_May_w2
May 5-7,,"$94,591,176",+10%,129,Mission: Impossible III,18,2006,May_w1,2006_May_w1
Apr 28-30,,"$86,027,988",-9.8%,145,RV,17,2006,Apr_w4,2006_Apr_w4
Apr 21-23,,"$95,425,388",-10.9%,135,Silent Hill,16,2006,Apr_w3,2006_Apr_w3
Apr 14-16,,"$107,052,016",+8%,141,Scary Movie 4,15,2006,Apr_w2,2006_Apr_w2
Apr 14-17,Easter wknd,"$120,316,887",-,45,Scary Movie 4,15,2006,Apr_w2,2006_Apr_w2
Apr 7-9,,"$99,082,969",-22%,130,Ice Age: The Meltdown,14,2006,Apr_w1,2006_Apr_w1
Mar 31-Apr 2,,"$127,044,749",+33.7%,130,Ice Age: The Meltdown,13,2006,Mar_w5,2006_Mar_w5
Mar 24-26,,"$95,002,772",+5.9%,117,Inside Man,12,2006,Mar_w4,2006_Mar_w4
Mar 17-19,,"$89,715,805",+1%,132,V for Vendetta,11,2006,Mar_w3,2006_Mar_w3
Mar 10-12,,"$88,857,740",+14.2%,127,Failure to Launch,10,2006,Mar_w2,2006_Mar_w2
Mar 3-5,,"$77,823,578",-18%,128,Madea's Family Reunion,9,2006,Mar_w1,2006_Mar_w1
Feb 24-26,Torino Olympics,"$94,930,097",-10.7%,129,Madea's Family Reunion,8,2006,Feb_w4,2006_Feb_w4
Feb 17-19,Torino Olympics,"$106,280,152",+7.4%,115,Eight Below,7,2006,Feb_w3,2006_Feb_w3
Feb 17-20,Presidents' Day wkndTorino Olympics,"$128,140,794",-,122,Eight Below,7,2006,Feb_w3,2006_Feb_w3
Feb 10-12,Torino Olympics,"$98,949,725",+30.1%,120,The Pink Panther,6,2006,Feb_w2,2006_Feb_w2
Feb 3-5,,"$76,084,313",-18.6%,120,When a Stranger Calls,5,2006,Feb_w1,2006_Feb_w1
Jan 27-29,,"$93,425,268",+6.4%,113,Big Momma's House 2,4,2006,Jan_w4,2006_Jan_w4
Jan 20-22,,"$87,776,641",-5.2%,107,Underworld: Evolution,3,2006,Jan_w3,2006_Jan_w3
Jan 13-15,,"$92,636,327",-5.4%,91,Glory Road,2,2006,Jan_w2,2006_Jan_w2
Jan 13-16,MLK wknd,"$114,402,747",-,102,Glory Road,2,2006,Jan_w2,2006_Jan_w2
Jan 6-8,,"$97,887,282",-20.6%,94,Hostel,1,2006,Jan_w1,2006_Jan_w1
"Dec 31-Jan 2, 2011",,"$137,343,062",+10.6%,99,Little Fockers,53,2010,Dec_w5,2010_Dec_w5
Dec 24-26,,"$124,133,496",-0.7%,97,Little Fockers,52,2010,Dec_w4,2010_Dec_w4
Dec 17-19,,"$124,993,526",+53.3%,112,TRON: Legacy,51,2010,Dec_w3,2010_Dec_w3
Dec 10-12,,"$81,560,957",+8.7%,119,The Chronicles of Narnia: The Voyage of the Dawn Treader,50,2010,Dec_w2,2010_Dec_w2
Dec 3-5,Post-Thanksgiving,"$75,004,741",-55.3%,119,Tangled,49,2010,Dec_w1,2010_Dec_w1
Nov 26-28,Thanksgiving 3-Day,"$167,833,958",-9%,103,Harry Potter and the Deathly Hallows: Part 1,48,2010,Nov_w4,2010_Nov_w4
Nov 25-28,Thanksgiving 4-Day,"$201,819,715",-,49,Harry Potter and the Deathly Hallows: Part 1,48,2010,Nov_w4,2010_Nov_w4
Nov 24-28,Thanksgiving 5-Day,"$242,152,785",-,48,Harry Potter and the Deathly Hallows: Part 1,48,2010,Nov_w4,2010_Nov_w4
Nov 19-21,,"$184,491,055",+71.3%,114,Harry Potter and the Deathly Hallows: Part 1,47,2010,Nov_w3,2010_Nov_w3
Nov 12-14,,"$107,692,567",-22%,123,Megamind,46,2010,Nov_w2,2010_Nov_w2
Nov 5-7,,"$138,136,720",+68.3%,124,Megamind,45,2010,Nov_w1,2010_Nov_w1
Oct 29-31,,"$82,076,962",-30%,125,Saw 3D,44,2010,Oct_w5,2010_Oct_w5
Oct 22-24,,"$117,205,902",+0.1%,126,Paranormal Activity 2,43,2010,Oct_w4,2010_Oct_w4
Oct 15-17,,"$117,078,913",+52.3%,144,Jackass 3D,42,2010,Oct_w3,2010_Oct_w3
Oct 8-10,,"$76,880,100",-6.9%,133,The Social Network,41,2010,Oct_w2,2010_Oct_w2
Oct 8-11,Indig. Peoples' Day wknd,"$87,413,887",-,52,The Social Network,41,2010,Oct_w2,2010_Oct_w2
Oct 1-3,,"$82,543,307",-7.2%,140,The Social Network,40,2010,Oct_w1,2010_Oct_w1
Sep 24-26,,"$88,901,910",+5.4%,138,Wall Street: Money Never Sleeps,39,2010,Sep_w4,2010_Sep_w4
Sep 17-19,,"$84,334,484",+36.7%,135,The Town,38,2010,Sep_w3,2010_Sep_w3
Sep 10-12,,"$61,707,602",-17.2%,123,Resident Evil: Afterlife,37,2010,Sep_w2,2010_Sep_w2
Sep 3-5,,"$74,512,580",-14.6%,113,The American,36,2010,Sep_w1,2010_Sep_w1
Sep 3-6,Labor Day wknd,"$93,408,796",-,111,The American,36,2010,Sep_w1,2010_Sep_w1
Aug 27-29,,"$87,206,831",-14.6%,113,Takers,35,2010,Aug_w5,2010_Aug_w5
Aug 20-22,,"$102,089,078",-20.1%,115,The Expendables,34,2010,Aug_w4,2010_Aug_w4
Aug 13-15,,"$127,804,668",+8.5%,110,The Expendables,33,2010,Aug_w3,2010_Aug_w3
Aug 6-8,,"$117,746,775",-8.6%,110,The Other Guys,32,2010,Aug_w2,2010_Aug_w2
Jul 30-Aug 1,,"$128,821,145",-14.6%,106,Inception,31,2010,Aug_w1,2010_Aug_w1
Jul 23-25,,"$150,757,392",-10.9%,103,Inception,30,2010,Jul_w4,2010_Jul_w4
Jul 16-18,,"$169,206,774",-7.3%,106,Inception,29,2010,Jul_w3,2010_Jul_w3
Jul 9-11,World Cup (South Africa),"$182,442,390",+1.9%,110,Despicable Me,28,2010,Jul_w2,2010_Jul_w2
Jul 2-4,World Cup (South Africa),"$179,066,707",+16%,101,The Twilight Saga: Eclipse,27,2010,Jul_w1,2010_Jul_w1
Jul 2-5,July 4th long wkndWorld Cup (South Africa),"$238,231,616",-,96,The Twilight Saga: Eclipse,27,2010,Jul_w1,2010_Jul_w1
Jun 25-27,World Cup (South Africa),"$154,390,043",-17.7%,106,Toy Story 3,26,2010,Jun_w5,2010_Jun_w5
Jun 18-20,World Cup (South Africa),"$187,642,041",+33.6%,116,Toy Story 3,25,2010,Jun_w4,2010_Jun_w4
Jun 11-13,World Cup (South Africa),"$140,451,060",+16.5%,117,The Karate Kid,24,2010,Jun_w3,2010_Jun_w3
Jun 4-6,,"$120,565,073",-16.2%,120,Shrek Forever After,23,2010,Jun_w2,2010_Jun_w2
May 28-30,,"$143,797,811",+1.7%,105,Shrek Forever After,22,2010,Jun_w1,2010_Jun_w1
May 28-31,Memorial Day wknd,"$182,383,311",-,103,Shrek Forever After,22,2010,Jun_w1,2010_Jun_w1
May 21-23,,"$141,404,309",+9.4%,114,Shrek Forever After,21,2010,May_w4,2010_May_w4
May 14-16,,"$129,275,088",-22.9%,116,Iron Man 2,20,2010,May_w3,2010_May_w3
May 7-9,,"$167,701,822",+90.7%,116,Iron Man 2,19,2010,May_w2,2010_May_w2
Apr 30-May 2,,"$87,924,993",+2.5%,116,A Nightmare on Elm Street,18,2010,May_w1,2010_May_w1
Apr 23-25,,"$85,792,705",-20.6%,117,How to Train Your Dragon,17,2010,Apr_w4,2010_Apr_w4
Apr 16-18,,"$108,077,823",-8.1%,117,Kick-Ass,16,2010,Apr_w3,2010_Apr_w3
Apr 9-11,,"$117,570,469",-29.3%,115,Clash of the Titans,15,2010,Apr_w2,2010_Apr_w2
Apr 2-4,,"$166,220,519",+47.1%,112,Clash of the Titans,14,2010,Apr_w1,2010_Apr_w1
Apr 2-5,Easter wknd,"$187,711,319",-,44,Clash of the Titans,14,2010,Apr_w1,2010_Apr_w1
Mar 26-28,,"$113,036,610",+2%,112,How to Train Your Dragon,13,2010,Mar_w5,2010_Mar_w5
Mar 19-21,,"$110,799,129",-14.5%,109,Alice in Wonderland,12,2010,Mar_w4,2010_Mar_w4
